City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Buckingham,GB,52.0,-0.99,57.99,68,97,4.0,overcast clouds
365,La Ronge,CA,55.1,-105.28,55.4,93,75,8.05,broken clouds
366,Jardim,BR,-21.48,-56.14,92.23,20,0,8.43,clear sky
367,Bereda,ES,43.27,-7.54,66.99,58,14,15.99,few clouds
368,Leo,BF,11.1,-2.1,83.17,69,100,9.91,light rain
369,Smithers,CA,54.78,-127.17,42.8,93,90,2.24,overcast clouds
370,Pasan,IN,22.85,82.2,74.37,89,3,7.99,clear sky
371,Ucluelet,CA,48.93,-125.55,53.01,87,20,2.24,few clouds
372,Sao Felix Do Xingu,BR,-6.64,-51.99,98.94,24,50,6.6,scattered clouds
373,Kieta,PG,-6.22,155.63,78.28,79,94,4.38,overcast clouds
374,Takanabe,JP,32.13,131.5,79.52,83,0,3.31,clear sky
375,Touros,BR,-5.2,-35.46,84.2,62,75,20.8,broken clouds
376,Okhotsk,RU,59.38,143.3,49.35,65,0,3.22,clear sky
377,Pozo Colorado,PY,-23.49,-58.8,97.81,17,0,11.72,clear sky
378,Ondjiva,AO,-17.07,15.73,86.0,17,9,5.82,clear sky
379,Flinders,AU,-34.58,150.86,60.01,79,0,1.01,clear sky
380,Cesis,LV,57.31,25.27,55.99,94,100,4.0,overcast clouds
381,Nguru,NG,12.88,10.45,88.63,50,93,9.89,overcast clouds
382,Disna,BY,55.57,28.2,60.17,85,100,8.32,heavy intensity rain
383,Gimli,CA,50.63,-96.99,64.0,100,91,3.0,overcast clouds
384,Viloco,BO,-16.95,-67.55,58.71,31,7,3.27,clear sky
385,Gamba,GA,-2.65,10.0,75.31,84,100,10.76,overcast clouds
386,Furth Im Wald,DE,49.31,12.84,57.99,99,100,1.99,moderate rain
387,El Dorado,US,33.21,-92.67,82.4,88,75,6.93,broken clouds
388,North Myrtle Beach,US,33.82,-78.68,86.0,74,1,16.11,clear sky
389,Biggar,GB,55.62,-3.52,59.0,58,75,6.93,broken clouds
390,Quatre Cocos,MU,-20.21,57.76,73.0,83,75,12.75,shower rain
391,Ayan,RU,56.45,138.17,53.56,67,0,3.24,clear sky
392,Ahipara,NZ,-35.17,173.17,51.24,86,0,3.36,clear sky
393,Moroni,KM,-11.7,43.26,82.4,58,40,10.29,scattered clouds
394,Khandagayty,RU,50.73,92.05,50.65,74,100,9.37,overcast clouds
395,Marawi,PH,8.0,124.29,75.99,91,100,5.01,overcast clouds
396,Poum,NC,-20.23,164.02,68.97,76,94,23.22,overcast clouds
397,Diffa,NE,13.32,12.61,91.69,41,48,5.41,scattered clouds
398,Beidao,CN,34.57,105.89,62.92,74,100,7.36,overcast clouds
399,Rome,US,34.26,-85.16,81.0,78,75,8.05,broken clouds
400,Margate,GB,51.38,1.39,61.0,80,61,8.01,broken clouds
401,Alta Floresta,BR,-9.88,-56.09,101.82,13,96,6.29,overcast clouds
402,Hasaki,JP,35.73,140.83,79.0,94,75,4.7,broken clouds
403,San Quintin,MX,30.48,-115.95,70.61,78,0,5.39,clear sky
404,Superior,US,46.72,-92.1,64.99,72,1,16.11,clear sky
405,Kukmor,RU,56.19,50.89,66.47,82,100,5.5,light rain
406,Volovo,UA,48.52,23.51,79.09,49,0,5.59,clear sky
407,Ixtapa,MX,20.7,-105.2,79.0,88,75,6.93,broken clouds
408,Abu Samrah,SY,35.3,37.18,101.03,9,0,7.63,clear sky
409,Mortka,RU,59.33,66.02,60.06,87,89,6.46,light rain
410,Edd,ER,13.93,41.69,92.26,56,65,10.51,broken clouds
411,Am Timan,TD,11.03,20.28,83.61,77,97,3.24,light rain
412,Trinidad,BO,-14.83,-64.9,87.8,58,0,3.36,clear sky
413,Nunkini,MX,20.33,-90.18,80.6,100,75,11.41,broken clouds
414,Broome,US,42.25,-75.83,75.0,83,75,9.17,light rain
415,Arman,RU,59.7,150.17,43.7,68,2,10.47,clear sky
416,Airai,TL,-8.93,125.41,54.32,80,43,3.53,scattered clouds
417,Tawau,MY,4.25,117.89,77.0,94,20,1.12,few clouds
418,Bandarbeyla,SO,9.49,50.81,78.26,73,0,32.3,clear sky
419,Zhigansk,RU,66.77,123.37,54.16,61,100,8.61,overcast clouds
420,Jambi,ID,-1.6,103.62,75.99,91,95,3.09,overcast clouds
421,Derzhavinsk,KZ,51.1,66.32,76.08,35,16,6.13,few clouds
422,Ust-Omchug,RU,61.15,149.63,32.72,93,0,5.21,clear sky
423,Aldan,RU,58.6,125.39,50.99,60,100,10.83,overcast clouds
424,Den Helder,NL,52.96,4.76,63.0,88,75,11.41,light rain
425,Longhua,CN,23.61,114.19,80.58,68,27,1.45,scattered clouds
426,Tucuman,AR,-26.82,-65.22,71.6,40,91,4.7,smoke
427,Makakilo City,US,21.35,-158.09,78.8,73,1,3.36,clear sky
428,Port Hedland,AU,-20.32,118.57,68.0,77,0,6.93,clear sky
429,Oussouye,SN,12.48,-16.55,77.0,94,40,2.24,scattered clouds
430,Bowen,AU,-20.02,148.23,68.0,72,40,14.99,scattered clouds
431,Ponta Delgada,PT,37.73,-25.67,77.0,88,40,19.46,scattered clouds
432,Qinhuangdao,CN,39.93,119.59,70.29,87,0,2.15,light rain
433,Miri,MY,4.41,114.01,82.4,78,20,3.36,few clouds
434,Vranovice,CZ,48.97,16.61,78.01,57,20,4.7,few clouds
435,Gasa,PS,31.5,34.47,89.01,44,0,1.99,clear sky
436,Tartagal,AR,-22.52,-63.8,85.32,37,8,5.1,clear sky
437,General Roca,AR,-39.03,-67.58,44.6,39,0,4.7,clear sky
438,Merced,US,37.17,-120.75,68.0,80,0,4.0,clear sky
439,Tadine,NC,-21.55,167.88,67.46,78,80,17.31,broken clouds
440,Vestmanna,FO,62.16,-7.17,51.8,71,100,5.82,overcast clouds
441,Rietavas,LT,55.72,21.93,62.6,93,75,9.17,light rain
442,Novocheremshansk,RU,54.36,50.17,68.0,74,95,8.86,overcast clouds
443,Puqi,CN,29.72,113.88,76.12,80,0,3.02,light rain
444,Zeya,RU,53.75,127.27,50.97,68,97,4.54,overcast clouds
445,Kavieng,PG,-2.57,150.8,81.27,79,36,10.36,scattered clouds
446,Goderich,CA,43.75,-81.72,69.01,87,96,31.05,overcast clouds
447,Alofi,NU,-19.06,-169.92,75.2,78,65,12.75,broken clouds
448,Rumford,US,44.55,-70.55,55.99,95,100,2.71,moderate rain
449,Umba,RU,66.69,34.34,54.1,67,11,4.99,few clouds
450,Arroyo,ES,41.61,-4.8,68.0,39,49,19.46,scattered clouds
451,Kushima,JP,31.46,131.23,80.01,83,0,1.99,clear sky
452,Sonepur,IN,20.83,83.92,80.69,82,0,3.06,clear sky
453,Erenhot,CN,43.65,111.98,68.25,52,100,4.52,heavy intensity rain
454,Phuket,TH,8.0,98.25,86.0,83,20,4.7,few clouds
455,Pathein,MM,16.78,94.73,79.93,88,100,6.29,overcast clouds
456,Saint-Pierre,RE,-21.34,55.48,73.4,73,10,19.46,clear sky
457,Torbay,CA,47.67,-52.73,64.99,63,40,23.04,scattered clouds
458,Danville,US,36.59,-79.39,77.0,94,75,5.82,light rain
459,Tevriz,RU,57.51,72.4,60.06,77,81,2.89,broken clouds
460,Tohana,IN,29.7,75.9,87.85,56,83,5.32,broken clouds
461,Talladega,US,33.44,-86.11,77.0,94,90,5.82,overcast clouds
462,Bangsund,NO,64.4,11.39,55.99,72,30,5.99,scattered clouds
463,Taoudenni,ML,22.68,-3.98,110.43,15,18,21.41,few clouds
464,Havre-Saint-Pierre,CA,50.23,-63.6,57.2,62,1,14.99,clear sky
465,Adra,ES,36.75,-3.02,80.6,47,0,29.97,clear sky
466,Biak,ID,-0.91,122.88,76.71,78,93,6.6,overcast clouds
467,Oyotun,PE,-6.85,-79.3,64.4,77,40,8.05,scattered clouds
468,Boguchany,RU,58.38,97.45,54.28,78,7,1.83,clear sky
469,Shache,CN,38.42,77.24,72.75,27,11,9.08,few clouds
470,Yar-Sale,RU,66.83,70.83,46.49,64,0,10.98,clear sky
471,Botwood,CA,49.15,-55.35,64.99,59,13,10.0,few clouds
472,San Jose,US,37.34,-121.89,61.0,87,75,6.93,smoke
473,Altamira,BR,-3.2,-52.21,87.8,70,75,10.29,broken clouds
474,Roald,NO,62.58,6.13,55.99,76,90,12.75,overcast clouds
475,Manoel Urbano,BR,-8.84,-69.26,95.58,35,67,3.27,broken clouds
476,Puerto Del Rosario,ES,28.5,-13.86,77.0,78,75,18.34,broken clouds
477,Bridlington,GB,54.08,-0.19,54.0,93,100,11.41,light intensity drizzle
478,Diglur,IN,18.55,77.6,74.52,92,100,5.17,overcast clouds
479,Rincon,US,32.3,-81.24,87.01,74,75,14.99,broken clouds
480,Vernon,CA,50.26,-119.27,60.8,51,90,3.36,overcast clouds
481,Talnakh,RU,69.49,88.4,59.0,82,37,4.47,scattered clouds
482,Baiyin,CN,36.56,104.21,54.0,100,90,4.47,light rain
483,Bastia,FR,42.67,9.33,84.2,74,75,19.46,broken clouds
484,Monteagudo,BO,-19.82,-63.98,91.9,22,0,5.99,clear sky
485,Ndjole,GA,-0.18,10.76,84.27,65,91,5.75,light rain
486,Itarema,BR,-2.92,-39.92,91.4,49,40,29.97,scattered clouds
487,Nueve De Julio,AR,-35.44,-60.88,55.99,59,100,5.99,overcast clouds
488,Jalingo,NG,8.88,11.37,82.72,71,93,4.09,light rain
489,Caravelas,BR,-17.71,-39.25,80.69,59,9,7.47,clear sky
490,Axim,GH,4.87,-2.24,79.77,72,63,12.75,broken clouds
491,Kuryk,KZ,43.2,51.65,75.6,62,23,17.29,few clouds
492,Gangapur,IN,26.48,76.72,83.75,72,30,8.28,light rain
493,Husavik,IS,66.04,-17.34,53.6,71,75,12.75,broken clouds
494,Mbanza-Ngungu,CD,-5.25,14.87,85.41,44,77,9.28,broken clouds
495,Nizhniy Odes,RU,63.64,54.86,50.99,94,100,9.04,light rain
496,Port-Gentil,GA,-0.72,8.78,78.8,78,90,15.32,overcast clouds
497,Fort-Shevchenko,KZ,44.51,50.26,75.06,67,0,10.31,clear sky
498,Hofn,IS,64.25,-15.21,53.6,62,75,6.93,broken clouds
499,Hasanabad,IR,36.55,61.05,89.6,24,0,9.17,clear sky
500,Yulara,AU,-25.24,130.99,62.6,21,1,4.7,clear sky
501,Polunochnoye,RU,60.87,60.42,60.69,90,100,6.02,light rain
502,Hervey Bay,AU,-25.3,152.85,55.99,76,74,8.05,broken clouds
503,Severnoye,RU,56.35,78.36,60.03,92,0,4.56,clear sky
504,Novovarshavka,RU,54.17,74.69,68.68,60,0,4.79,clear sky
505,Tortosa,ES,40.81,0.52,73.99,39,69,5.99,broken clouds
506,Skibbereen,IE,51.55,-9.27,57.2,58,75,17.22,broken clouds
507,Solnechnyy,RU,50.72,136.63,49.62,71,100,2.91,overcast clouds
508,Eenhana,NA,-17.47,16.33,87.8,8,35,4.7,scattered clouds
509,Saint-Georges,GD,12.06,-61.75,89.6,66,40,13.87,scattered clouds
510,Nakamura,JP,32.98,132.93,77.67,87,0,2.48,clear sky
511,Starozhilovo,RU,54.23,39.92,68.0,57,33,5.01,scattered clouds
512,Outjo,NA,-20.12,16.15,76.05,14,0,18.43,clear sky
513,Viedma,AR,-40.81,-63.0,46.99,38,0,5.99,clear sky
514,Karasburg,NA,-28.02,18.75,45.32,67,92,14.7,overcast clouds
515,Noumea,NC,-22.28,166.46,62.6,72,75,10.13,broken clouds
516,Kasongo,CD,-4.45,26.67,83.17,59,100,5.17,overcast clouds
517,Acarau,BR,-2.89,-40.12,91.4,49,40,29.97,scattered clouds
518,Havoysund,NO,71.0,24.66,50.0,66,41,11.41,scattered clouds
519,General Pico,AR,-35.66,-63.76,55.33,47,67,14.79,broken clouds
520,Marienburg,PL,54.04,19.03,73.0,56,20,17.22,few clouds
521,Mpongwe,ZM,-13.51,28.16,91.74,14,1,5.77,clear sky
522,El Tigre,VE,8.89,-64.25,86.85,54,5,9.01,clear sky
523,Medak,IN,18.03,78.27,82.4,83,40,6.93,mist
524,Ribeira Brava,PT,32.65,-17.07,78.8,54,40,18.34,scattered clouds
525,Meulaboh,ID,4.14,96.13,79.92,80,100,2.04,overcast clouds
526,Vao,NC,-22.67,167.48,67.64,74,14,18.95,few clouds
527,Ilhabela,BR,-23.78,-45.36,79.88,57,0,3.67,clear sky
528,Cururupu,BR,-1.83,-44.87,86.65,59,75,10.07,broken clouds
529,Florianopolis,BR,-27.61,-48.5,78.01,69,0,16.11,clear sky
530,Coari,BR,-4.08,-63.14,96.6,41,7,1.61,clear sky
531,Kupang,ID,-10.17,123.58,74.16,80,20,12.33,few clouds
532,Nsoko,SZ,-27.03,31.95,75.2,69,80,3.36,broken clouds
533,Beringovskiy,RU,63.05,179.32,50.52,88,100,16.8,light rain
534,Mwinilunga,ZM,-11.74,24.43,84.43,31,88,3.09,overcast clouds
535,Kasama,ZM,-10.21,31.18,86.7,16,96,2.42,overcast clouds
536,Waipawa,NZ,-41.41,175.52,55.4,76,1,18.34,clear sky
537,Nigde,TR,37.83,34.75,83.19,15,0,8.61,clear sky
538,Plymouth,US,41.83,-70.83,75.99,88,90,9.17,light rain
539,Mbini,GQ,1.57,9.61,80.6,88,40,9.17,scattered clouds
540,Taybad,IR,34.74,60.78,76.68,19,0,17.81,clear sky
541,Road Town,VG,18.42,-64.62,87.8,70,20,8.05,few clouds
542,Komsomolskiy,UZ,40.43,71.72,80.6,44,10,2.24,clear sky
543,Manzhouli,CN,49.6,117.43,50.49,87,72,4.97,broken clouds
544,Asnaes,DK,55.81,11.5,68.0,72,52,1.01,broken clouds
545,Synya,RU,65.37,58.04,50.81,77,74,5.95,broken clouds
546,Edgewater,US,28.99,-80.9,87.01,89,75,8.05,broken clouds
547,Safranbolu,TR,41.25,32.69,84.2,54,0,11.41,clear sky
548,Ramos Arizpe,MX,25.55,-100.97,73.4,43,5,0.78,clear sky
549,Marystown,CA,47.17,-55.15,63.0,100,2,11.99,clear sky
550,Niksar,TR,40.59,36.95,82.11,40,0,6.64,clear sky
551,Lyndon,US,38.26,-85.6,75.99,88,90,8.05,overcast clouds
552,Eregli,TR,37.51,34.05,91.35,11,0,7.14,clear sky
553,Victor Harbor,AU,-35.57,138.62,68.0,29,96,3.0,overcast clouds
554,Kalanguy,RU,51.02,116.52,44.58,91,6,3.89,clear sky
555,Tigil,RU,57.8,158.67,40.68,92,6,1.3,clear sky
556,Kiama,AU,-34.68,150.87,60.01,54,0,8.01,clear sky
557,Muroto,JP,33.28,134.15,83.75,74,0,2.8,clear sky
558,Praya,CV,14.92,-23.51,86.0,70,40,6.93,scattered clouds
559,Sambava,MG,-14.27,50.17,74.19,74,3,13.98,clear sky
560,Honiara,SB,-9.43,159.95,77.0,100,40,3.36,scattered clouds
561,Madang,PG,-5.22,145.8,76.66,87,90,3.2,overcast clouds
562,Sawang Daen Din,TH,17.48,103.46,80.82,77,99,4.99,overcast clouds
563,Brownwood,US,31.71,-98.99,84.2,66,1,8.05,clear sky
564,Ust-Kulom,RU,61.69,53.69,54.88,95,100,4.12,overcast clouds
565,Kerouane,GN,9.27,-9.02,77.59,86,93,6.51,moderate rain
566,Valdivia,CL,-39.81,-73.25,32.0,55,90,1.12,fog
567,Mnogovershinnyy,RU,53.94,139.92,39.54,84,0,1.77,clear sky
568,Byron Bay,AU,-28.65,153.62,55.4,93,40,4.9,scattered clouds
569,Tuchkovo,RU,55.6,36.47,66.2,63,21,4.47,few clouds
570,Kita,ML,13.03,-9.49,77.09,85,100,5.03,overcast clouds
571,Angoram,PG,-4.06,144.07,72.19,98,48,1.5,scattered clouds
572,Tatawin,TN,32.93,10.45,104.0,11,0,2.24,clear sky
573,Matara,LK,5.95,80.54,80.94,79,69,12.41,broken clouds
574,Zhigalovo,RU,54.81,105.16,58.06,86,99,0.6,light rain
575,Dunedin,NZ,-45.87,170.5,53.01,73,71,4.0,broken clouds
576,Leh,IN,34.17,77.58,63.61,25,0,4.36,clear sky
577,Yuksekova,TR,37.57,44.29,84.2,20,40,11.41,scattered clouds
578,Greytown,ZA,-29.06,30.59,61.05,65,76,7.76,broken clouds
579,Saint-Lo,FR,49.12,-1.09,60.8,72,75,13.87,broken clouds
580,Upington,ZA,-28.45,21.26,57.2,33,40,12.75,scattered clouds
581,Bilgi,IN,16.35,75.62,76.87,79,100,14.61,overcast clouds
582,Hinundayan,PH,10.35,125.25,81.05,81,100,7.36,overcast clouds
583,Jamame,SO,0.07,42.75,79.02,71,5,11.79,clear sky
584,Naryan-Mar,RU,67.67,53.09,51.08,63,96,7.87,overcast clouds
585,Luanda,AO,-8.84,13.23,75.2,73,75,11.41,broken clouds
586,Gbarnga,LR,7.0,-9.47,77.09,92,100,5.59,moderate rain
587,Utrera,ES,37.19,-5.78,87.01,17,0,11.41,clear sky
588,Mount Isa,AU,-20.73,139.5,60.8,31,0,4.7,clear sky
589,Khani,GE,41.96,42.96,84.2,54,5,4.7,clear sky
590,Soto La Marina,MX,23.77,-98.22,84.99,80,92,7.0,overcast clouds
591,Dustlik,UZ,40.52,68.04,78.24,31,0,6.67,clear sky
592,Altay,CN,47.87,88.12,59.04,53,96,4.03,overcast clouds
593,Dothan,US,31.22,-85.39,80.01,88,90,5.82,overcast clouds
594,Los Llanos De Aridane,ES,28.66,-17.92,79.0,74,20,16.11,few clouds
595,Stornoway,GB,58.21,-6.39,57.99,50,32,10.29,scattered clouds
596,Gladstone,AU,-23.85,151.25,62.6,59,86,9.17,overcast clouds
597,Dwarka,IN,22.24,68.97,82.24,84,100,19.24,overcast clouds
598,Katangli,RU,51.71,143.23,46.96,91,34,6.42,scattered clouds
599,Pak Chong,TH,14.71,101.42,77.31,84,95,2.93,overcast clouds
600,Saint Anthony,US,45.02,-93.22,68.0,63,5,9.17,clear sky
601,Berdigestyakh,RU,62.1,126.7,58.51,53,100,7.09,overcast clouds
602,Sioux Lookout,CA,50.1,-91.92,55.4,76,90,14.99,overcast clouds
603,Tagusao,PH,9.19,117.81,81.84,76,100,3.69,overcast clouds
604,La Rioja,ES,42.25,-2.5,66.2,63,40,10.29,moderate rain
605,Sibu,MY,2.3,111.82,75.2,100,40,1.12,scattered clouds
606,Burns Lake,CA,54.23,-125.75,42.93,74,100,5.46,overcast clouds
607,Laerdalsoyri,NO,61.1,7.48,53.01,71,37,3.0,scattered clouds
608,Progreso,MX,21.28,-89.67,84.99,74,75,11.41,broken clouds
609,Saurimo,AO,-9.66,20.39,91.4,31,40,5.82,scattered clouds
610,Yueyang,CN,29.33,113.09,77.27,71,0,5.53,light rain
611,Nizhniy Ingash,RU,56.2,96.53,54.09,81,97,3.24,overcast clouds
612,Susehri,TR,40.16,38.09,81.39,27,0,5.91,clear sky
613,Ilorin,NG,8.5,4.55,82.47,64,96,7.02,overcast clouds
614,Krasnoborsk,RU,61.56,45.93,59.45,83,100,3.8,light rain
615,Magadan,RU,59.57,150.8,44.08,70,25,9.66,scattered clouds
616,Vigrestad,NO,58.57,5.7,64.99,63,82,4.0,broken clouds
617,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,88.5,60,89,3.51,overcast clouds
618,Mustasaari,FI,63.11,21.68,64.4,39,77,9.17,broken clouds
619,Shelburne,CA,44.08,-80.2,75.2,73,90,13.87,overcast clouds
620,Mujiayingzi,CN,42.12,118.78,67.82,75,79,3.94,broken clouds
621,Brisbane,AU,-27.47,153.03,59.0,87,4,5.82,clear sky
622,Vredendal,ZA,-31.67,18.5,54.64,54,22,14.81,light rain
623,Gubkinskiy,RU,64.43,76.5,59.5,79,12,14.54,few clouds
624,Gashua,NG,12.87,11.05,88.86,49,88,10.83,overcast clouds
625,Tabou,CI,4.42,-7.35,78.84,76,72,14.05,broken clouds
626,Clarence Town,AU,-32.58,151.78,55.0,87,0,4.7,clear sky
627,Saint-Malo,FR,48.5,-1.83,60.8,72,75,17.22,broken clouds
628,Wellington,NZ,-41.29,174.78,55.4,76,6,18.34,clear sky
629,Port Hawkesbury,CA,45.62,-61.35,68.0,52,1,9.17,clear sky
630,Hofu,JP,34.05,131.57,75.0,88,0,1.01,clear sky
631,Spasskoye,RU,44.61,132.8,63.43,96,100,6.11,overcast clouds
632,Benxi,CN,41.29,123.77,68.0,100,0,2.24,light rain
633,Rehoboth,NA,-23.32,17.08,68.09,20,0,6.87,clear sky
634,Havelock,US,34.88,-76.9,86.0,81,85,5.01,overcast clouds
635,Riohacha,CO,11.54,-72.91,87.8,70,40,16.11,scattered clouds
636,Kastamonu,TR,41.5,33.67,84.15,18,0,9.22,clear sky
637,Belaya Kholunitsa,RU,58.84,50.85,63.97,90,93,3.18,overcast clouds
638,Seredka,RU,58.16,28.19,60.8,77,20,4.47,light intensity shower rain
639,Huron,US,41.15,-82.55,73.0,86,52,1.99,broken clouds
640,Bogale,MM,16.28,95.4,80.6,83,100,5.68,overcast clouds
641,Rongcheng,CN,30.63,117.85,74.88,89,0,1.99,clear sky
642,Buraydah,SA,26.33,43.98,104.0,14,0,10.29,clear sky
643,Tirlyanskiy,RU,54.21,58.58,65.91,62,100,4.65,overcast clouds
644,Bestobe,KZ,52.5,73.1,73.54,47,33,7.34,scattered clouds
645,Pringsewu,ID,-5.36,104.97,73.6,90,83,0.92,broken clouds
646,Podor,MR,16.65,-14.96,97.12,38,63,16.17,broken clouds
647,La Baule-Escoublac,FR,47.29,-2.36,63.0,67,75,13.87,broken clouds
648,Yenagoa,NG,4.92,6.26,81.54,76,39,9.75,moderate rain
649,Kavaratti,IN,10.57,72.64,82.83,76,48,12.57,scattered clouds
650,Wanning,CN,18.8,110.4,81.41,82,0,1.61,clear sky
651,Teya,RU,60.38,92.63,52.27,88,75,2.55,broken clouds
652,Male,MV,4.17,73.51,84.2,79,75,2.24,broken clouds
653,Mahajanga,MG,-15.72,46.32,80.6,65,20,12.75,few clouds
654,Zhuanghe,CN,39.7,122.99,77.0,82,1,3.49,light rain
655,Medicine Hat,CA,50.05,-110.67,64.0,48,20,11.41,few clouds
656,Ancud,CL,-41.87,-73.82,34.0,96,67,3.0,broken clouds
657,Sigli,ID,5.38,95.96,79.86,81,99,5.44,light rain
658,Mount Forest,CA,43.98,-80.72,66.99,94,100,3.0,overcast clouds
659,Port Lincoln,AU,-34.73,135.87,57.13,77,65,15.61,broken clouds
660,Craig,US,40.52,-107.55,60.8,59,1,8.05,clear sky
661,Isangel,VU,-19.55,169.27,73.11,85,98,20.6,light rain
662,Ambulu,ID,-8.35,113.61,73.44,79,25,5.7,scattered clouds
663,Trincomalee,LK,8.57,81.23,84.09,69,99,8.77,light rain
664,Ulladulla,AU,-35.35,150.47,53.6,54,0,8.05,clear sky
665,Kungurtug,RU,50.6,97.52,47.66,85,100,1.7,light rain
666,Pinhao,BR,-25.7,-51.66,77.29,38,0,5.59,clear sky
667,Strezhevoy,RU,60.73,77.59,59.0,87,2,2.24,clear sky
668,Zalantun,CN,48.0,122.72,56.71,94,100,7.65,overcast clouds
669,Dong Xoai,VN,11.53,106.92,77.47,89,64,5.32,broken clouds
670,Samarai,PG,-10.62,150.67,78.06,87,64,13.31,broken clouds
671,Praia,CV,14.92,-23.51,86.0,70,40,6.93,scattered clouds
672,Sompeta,IN,18.93,84.6,82.83,83,3,11.79,clear sky
673,Maunabo,PR,18.01,-65.9,90.0,80,5,8.01,clear sky
674,Badou,TG,7.58,0.6,80.94,69,94,8.21,overcast clouds
675,Pemangkat,ID,1.17,108.97,78.53,84,100,3.4,overcast clouds
676,Fukue,JP,32.69,128.84,82.2,83,0,3.47,clear sky
677,Kurgunta,IN,17.2,77.35,77.31,82,100,8.63,moderate rain
678,Qinzhou,CN,21.95,108.62,81.93,72,100,4.25,light rain
679,Dasoguz,TM,41.84,59.97,91.4,21,0,6.93,clear sky
680,Mount Gambier,AU,-37.83,140.77,60.8,33,99,18.34,overcast clouds
681,Jeremie,HT,18.65,-74.12,85.96,67,0,2.46,clear sky
682,Turukhansk,RU,65.82,87.98,54.57,79,1,4.52,clear sky
683,Santander,ES,43.46,-3.8,66.2,82,75,12.75,light rain
684,Osterburg,DE,52.78,11.77,75.99,40,99,4.0,overcast clouds
685,Inhambane,MZ,-23.86,35.38,77.0,83,75,29.97,broken clouds
686,Fort Pierce,US,27.45,-80.33,89.01,79,1,9.17,clear sky
687,Ekhabi,RU,53.51,142.97,47.07,89,0,7.96,clear sky
688,Chara,RU,56.91,118.26,49.82,67,34,5.06,scattered clouds
689,Naron,ES,43.52,-8.15,66.2,63,40,12.75,scattered clouds
690,Zaozerne,UA,45.16,33.28,76.91,67,0,10.83,clear sky
691,Evensk,RU,61.95,159.23,47.03,72,59,12.08,broken clouds
692,Bucerias,MX,20.75,-105.33,79.0,88,75,6.93,broken clouds
693,Rognan,NO,67.1,15.39,54.0,77,94,6.26,overcast clouds
694,Casper,US,42.87,-106.31,55.99,71,1,5.82,clear sky
695,Cardston,CA,49.2,-113.3,62.01,41,75,8.05,broken clouds
